 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, Pre-tax net Interest Rate, Non-industry income and expenditure/revenue, Net Value Per Share (B), Persistent EPS in the Last Four Seasons, Operating Profit Per Share (Yuan ¥), Interest Expense Ratio, Debt ratio %, Borrowing dependency, Working Capital to Total Assets, Current Liabilities/Equity, Retained Earnings to Total Assets, Total income/Total expense, Working capitcal Turnover Rate, Current Liability to Current Assets, Net Income to Stockholder's Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Equity to Liability
-0.5015839657989689,-0.38393768283435314,0.01376948895034798,-0.014126400709122139,-0.4297169588375682,-0.420704898271018,-0.48259460490777684,0.24753374638870398,-0.439676744510749,-0.04651426352779122,-0.38408618109252357,-0.12869635294741846,0.1277564077750469,-0.02549583631331878,-0.002065104860579851,0.015673458102914834,-0.01977492335081399,0.8776049794614628,0.38253794501853805,-0.09982062659843008
-1.0347567407395646,-0.78753045504561,0.007744001030565505,-0.02013527396603746,-0.6111437716242614,-0.6647589248416159,-0.6095731193433555,-0.14072634640704018,0.022607653583187993,0.08998877428864907,-0.11552719361829412,-0.15604901022982887,-0.2907827401889797,-0.03304026006651948,-0.0036006936986269457,-0.1956719448486505,-0.0973346373808362,-0.07217751785465118,-0.07979080474279779,-0.30328627376042866
0.5968321447426116,0.7487794565044474,0.023301511192928025,-0.00351751430920617,0.30593137442071344,0.5610578157660158,0.06482383103244459,-0.020765787265626817,0.15683722721246512,-0.053456274729062156,-0.42752739394359063,0.024052788111128966,0.5996773206560281,0.008022537597161065,-0.006394426520851278,0.13674491279347145,0.16452961488209217,-0.051606011650646134,0.021305763085121027,-0.34724769904002395
1.3929833888151046,0.8052492235912948,0.034959610682096416,-0.01431285992463526,0.38049034544700155,0.48340428052404294,0.47679854596445853,-0.059874144634694246,-1.6661228136889785,-0.3134283520501438,1.0047069798943793,-0.318512184441549,0.8308780868374931,0.0500099179468471,0.0030166148955503226,-0.7553757700437008,0.1344337993153573,-0.05884214312999391,-0.009259608081105423,2.2695966805110457
-0.05820869163184184,-0.1705151803080752,0.019442378721768606,-0.022766792163466498,-0.3079373464633533,-0.3458246815731811,-0.3866552967513221,0.030296258687696594,-0.9843925734502118,-0.2500291595600574,1.8498538153055772,-0.22733551884998893,-1.4759103154565258,-0.023932731359596417,0.05141270175897299,-0.6344309917598286,-0.0025580851435820233,-0.027727765820514838,0.09726771296710034,0.34485027672542606
-0.9898579821295423,-0.8929960436332192,0.007078937264255789,-0.023864972646558815,-1.0187327090390779,-0.6841723013187023,-0.5785339130642316,-0.119125054749048,0.8329977736883086,0.07631719456869679,-0.640250803800765,0.20996203464662555,-0.9585704104219863,-0.03246691805419707,-0.006766011855775382,0.27563986040339,-0.1590223996277351,-0.06827058172225685,-0.05684832160405056,-0.5087039436480704
-0.4037688084138259,-0.18131086256181123,0.01998646221036156,0.0051851159453515944,-0.08301784235451375,-0.3014512328634827,-0.5757121890913032,-0.056626853018379504,-1.008899207584205,-0.2639131819625993,-0.12213593314850416,-0.23065190032566146,-0.031126899866205017,-0.012431240251381577,-0.0012595194665102007,-0.2523398642641242,0.0110802234301538,-0.05831075095233958,-0.006857405820125009,0.3741976622531012
-0.33642065405221544,-0.29425041196905793,0.017961189722573503,-0.00813818799057051,-0.6558791424443103,-0.32918465297385796,-0.4656641571086733,-0.059874144634694246,-1.3570049295953885,-0.3134283520501438,0.35960945438949515,-0.28766681222807644,-0.18250847575033358,-0.024205129874236817,0.0070928562537690655,-0.5561882867767641,-0.006318095455240131,-0.05884214312999391,-0.009259608081105423,0.993128950435709
1.1259961160472356,0.8509232931908558,0.05443677987238394,-0.010894012331676549,1.226734470491467,0.9715123043316107,0.9564951214005767,-0.011682852886413152,0.2030656578104244,0.007251090353548192,-0.9480421370438223,-0.132990700310377,0.4428462590970745,0.12146961166957497,-0.006632888091813657,0.3797308657539067,0.1671034291521562,-0.0493163365322245,0.03009519773122417,-0.3612961005931439
0.7154931566890629,0.42573915647212507,0.017588343219480777,-0.014395759263212354,-0.17373123400320567,0.5832445694544928,0.8492688133908745,-0.0598271461694916,0.9599867362143512,-0.3134283520501438,0.29620031876126707,0.34458656458906495,0.32312893061743786,-0.023461433845473566,-0.0067166606784837424,-0.007436552540180286,0.19277423688834758,-0.05883504712221252,-0.009227237311619898,-0.5313032083700815
-1.2287835307661454,-1.135483886720158,-0.009224265904292182,-0.037830553567597375,-0.8758280465187771,-0.822839343203324,-0.7337298751521608,-0.1548919861489864,0.4915756841926328,0.10932726573366355,-1.1310668936769155,0.09351211976536908,-1.0791095158529123,-0.03434920781829381,-0.008925540578189495,0.5785677823521097,-0.21336456470723766,-0.07463767680559302,-0.09540053786199576,-0.43755163357140225
-0.24902843217101442,-0.3100287296913684,0.015452214631337351,-0.017047937999005083,0.24379893296966668,-0.30699792861900915,-0.36408133169867285,0.25139270516474393,0.13622935107821488,0.03445249465819842,-0.768972106679006,-0.20712087122787265,0.058519967498718954,-0.024001422495258034,-0.005462560173119206,0.10659435750413596,-0.01180680148825412,0.05961959882418363,0.2302984730706367,-0.34088314781466383
1.648745955483889,1.7237134033865793,0.03144302501774377,-0.018933533606004357,-0.2532607755745572,0.6470313946412775,0.6658554383044396,-0.05883880417606973,-0.4402337046756071,-0.3134283520501438,0.906686049097933,-0.11456599419151373,-0.048938361682952555,0.010255381123584296,-0.00019183370227076647,-0.35791671821821164,0.2483222157923624,-0.058615699641172546,-0.00823273533819097,-0.09950428517751495
1.118780230030702,1.239568174229938,0.03174536645832216,-0.013359731851956158,0.7594983621534815,1.0131124051635467,1.032682223131154,-0.05483857515958861,-0.8919356938314242,-0.24478719654026876,1.0766553850375533,-0.2661366542563462,1.0707969251580491,0.00014229051405908525,0.00013745062355443994,-0.6408328146778454,0.20288516450347954,-0.05787852323785819,-0.004922781340506044,0.24219487562803482
-0.4807381112376616,-0.5965297588104936,0.01397102563213416,-0.013877702693395614,-1.1367844008768218,-0.5732386502108278,-0.4797728809348488,-0.4682766527533005,0.9148722259461081,0.3416020491370981,-1.041893527460925,0.15844627272104106,-1.368622255814545,-0.031164152504632274,-0.008147844820033388,0.5072940701049389,-0.09690369360850054,1.1145374456581485,0.389956931453079,-0.5234877972038696
0.4717570338213453,0.3975042729287014,0.03547354014602414,0.003838237446532752,-0.008458871328224832,0.2338035875315475,0.0027454531280421794,0.03519069534478529,0.504385970635922,0.11166489532329567,-1.073001067398545,-0.09439707057623702,0.28459358273502483,-0.004621821361495132,-0.008413262916406105,0.5354670223094118,0.1235068884726589,-0.04036072559769862,0.061064689694187116,-0.4405518201748795
1.226216552324646,1.0037238501789483,0.02848064701934548,-0.010023697869197257,0.9123442247425287,0.9936990286864603,1.125799772660836,-0.042084813287554604,-0.333295639696088,-0.11409282558414499,-0.34806699881511716,-0.14727492284592214,1.1254702932162812,0.014899130864762562,-0.005987901381843908,-0.03962834751242989,0.19837637643835554,-0.057046853161303285,-0.0012497266481393138,-0.1557763140472617
-0.19049968856964178,0.4913437374788833,0.024833102571527318,-0.0012382540044396817,-0.019642721405564414,-0.21547765398822014,-0.13552002650693862,-0.05606218432385696,-0.6067674837069698,-0.2757430217059128,1.3059410824892985,-0.15262149302458286,0.5344457467497915,-0.005554799630748204,0.00033122656969517586,-0.4668946436614575,0.11973179253915818,-0.05819595730747104,-0.006341871343236141,0.0034135443127588016
0.13902514788214848,0.033772523531842194,0.022525664162077345,-0.01808396541026128,-0.10165756299410394,-0.1849709153337098,0.008388935727743508,-0.05239135683103663,-0.9281386940789906,-0.24783322176558173,-0.05825566901141033,-0.23874383688680606,0.11182307332247617,-0.017880660690386643,-0.0032853023512937844,-0.30661811320587073,0.042425555803106335,-0.05872258887231003,-0.008716584141244297,0.2806345383640582
-0.6026061726715195,-1.6370683019329357,-0.03334653877395928,-0.040565717370339725,-1.011276808987518,-1.2416138460685813,-1.2331786570141547,-0.11488942113931139,1.4545753397103738,0.8214523029376749,-0.571961466975683,0.011085502571276258,-0.8776300223764307,-0.07552183497554889,-0.0025918975745240925,0.04779753318108752,-0.4866944722734403,-0.06692916678292482,-0.049447147656418715,-0.6039450799485719
0.6040480143125694,0.5660831324055557,0.030878766010226263,-0.010769706187999549,-0.18615770459982905,0.2116168631766979,0.24823724077272477,-0.059874144634694246,-0.6407426064493668,-0.3134283520501438,0.5938251938209398,-0.16356914704243178,0.45885789036723135,-0.012492909626508883,-8.483703216864485e-05,-0.3529544141988663,0.12862861894954508,-0.05884106525539415,-0.009254726774592154,0.027293569701851168
-0.022129343782056596,-0.3008939157714576,0.014938358003215944,-0.022766792163466498,-0.8460044758018473,-0.39019815961650767,-0.3922987793510234,0.4364869530710216,0.5233229294298607,0.24838043916241995,-0.887543008935073,-0.02786357603348995,-0.5958110655330489,-0.025540638198466994,-0.006196918132732243,0.35772010981071983,-0.015570372783614995,0.23114250245818463,0.315837289411831,-0.4448421063890232
-0.552896823383808,-0.2460850170184337,0.014857728763340208,-0.011515628778429314,-0.3849815880175184,-0.3485980294509443,-0.4854163635345497,-0.053897369053778385,-0.9192271840583136,-0.2891312178355522,-0.3215705063673784,-0.2558171525071609,-0.016971523569886647,-0.02281100511424202,-0.004315767374679683,-0.2437836629533305,0.0020509284262899326,-0.05606419081790617,0.003009941194835428,0.27119192842702994
-0.3123677500035006,-0.1622107929383001,0.01759846739684217,-0.011474136244956884,0.8700941539396662,-0.14059746662401137,-0.23992457588986757,-0.01770676435494066,-0.2508642088505623,-0.2412453450420568,-0.5332503769398503,-0.07834794417612927,0.4036114928528053,-0.0198474405513472,-0.005918436489429725,0.13703030377565178,0.019741895426305594,-0.05138720310690604,0.022162817743707687,-0.19477625222627118
-0.01170640827811455,-0.14809335878336338,0.02589111552403991,-0.024838846985978894,-0.3377609171802831,-0.2764911606308698,0.036606383380094046,-0.050979478961124425,-1.117508208326904,-0.2632756638945438,0.0432471071977874,-0.2606058327365586,0.08708236579138025,-0.022669043433874672,-0.001280773650006369,-0.39293484505911147,0.01606242809132096,-0.05808583445253459,-0.005848345564119654,0.5236238386112663
-0.12395330480317225,0.3036647931449675,0.01797124106412858,-0.011059725280453453,2.102802195742172,0.7524183499936264,0.6009553017732638,-0.05239135683103663,0.7717311607190224,-0.1087091707691999,-0.6039433941969872,0.1120501729152254,0.23353866881756988,0.04428023767434258,-0.007334483505161227,0.22064006164405067,0.1368390819388803,-0.057388180117876136,-0.002749401026743969,-0.49721877624846056
-0.23379492243596064,-0.042627754962205736,0.016177732118598246,-0.017938912999848067,-0.6422099923497844,-0.31531794291866994,-0.22581585206369206,0.3022666198348477,0.8558335089048595,0.4042928459915001,-1.4461563800644577,0.24352602362859743,-0.3767864733867605,-0.021776440287693856,-0.010114115991023097,0.8329024399549202,0.01831814939962248,0.09141627075527535,0.2551924511693909,-0.5129529386815158
0.7700130802078871,0.6375007906645779,0.042778753219021866,0.006034598412717387,0.3258137745582062,0.4002040495265445,0.23130675831977643,-0.059874144634694246,-0.9286956542438487,-0.3134283520501438,-0.008656945894730948,-0.26667171786834637,1.1675330734908578,-0.0025907008034648884,-0.00030930194569801566,-0.41125361037634084,0.12644256343136148,-0.05884214312999391,-0.009259608081105423,0.28128871301055813
0.41723711030252114,0.6001310932012416,0.02557872274190645,-0.018208271553933522,-0.11781201310581631,0.3280971807064708,0.4344723744859325,-0.044861433139767364,0.1334445134081877,-0.09057490123276525,0.203727721873739,0.02522805915116153,0.5312804541206432,-0.012278593283244606,-0.002578419311807414,-0.08885043944619415,0.15612757096992907,-0.055763104513055314,0.004298006654444237,-0.34002045780331425
-0.14960975004216806,-0.07252352207300489,0.024974185532354233,0.005744493591890957,0.34321087467851175,-0.15446414734557126,-0.4374467094563228,0.09575934897623696,0.3707133755943716,0.012492990033242436,-1.034319042727965,-0.25603871064326067,0.013410585143809517,-0.009721145979078142,-0.007886262844579935,0.437418070087137,0.034296801203300614,-0.03274823623728734,0.08378528747918873,-0.4076736410787243
1.3120052659087205,1.2611595692045123,0.028208605275053047,-0.0015697656303660177,0.9458957454852381,1.7119943690094388,1.1004040836352589,-0.05695639196446454,0.6764894434302077,-0.1050256908159259,-0.23326458544638726,-0.01151492528905833,1.010986488859659,-0.0010032486583246532,-0.005807292661573938,-0.03690579418275422,0.3028836079771972,-0.0583548539880443,-0.007055655373946162,-0.4782212239721979
1.5405078790413815,1.349185971735984,0.052945539531625674,0.014861534810952152,0.7358880414795186,1.37642009714168,0.8549122959905763,-0.053238428584032556,-0.20129394357198024,-0.11855557874072174,-0.23266086832351324,-0.16859086990886255,0.8049767840848956,0.0442167365355976,-0.0020683189078418195,-0.14413107474214748,0.26104606375304634,-0.057669685034165724,-0.003994391097329119,-0.21683954722746535
-0.48875573495618263,-0.3199939701614184,0.01515999736812036,-0.01626060860347541,0.2288871328665475,-0.3929714781606427,-0.3612596077257444,0.06822814278012257,-0.830669080862138,-0.2177982982583025,1.0039744147436345,-0.1973046902154246,-0.056251483697302124,-0.024840675526075,0.003625210296217269,-0.47940529730271003,-0.01084054474872564,-0.028107447148260876,0.09628579962624224,0.1822763971024397
0.151853362278358,0.3211039944346535,0.022545839680993815,-0.01437501299647138,-0.08550314237170015,0.2005235009992731,0.20873279326712674,0.010483244888510563,0.6280331169042107,0.1760558036992744,0.1117941232291243,-0.017719837081262926,0.22171503424157965,-0.018473312544178347,-0.0028104527882573675,-0.16467372871448765,0.12052744578708743,-0.043818547313549706,0.049705033078864105,-0.46801616473706087
-0.13277271556340917,-0.06172782458571687,0.020288803650939945,-0.012116498958445866,-0.28184169628289374,-0.18219756745594654,-0.20042016303811439,-0.030601659045006866,-0.2636744952938513,-0.18209639968586672,-0.45047327822171107,-0.10527981219748149,0.046248288554182476,-0.02180773291616191,-0.0053486170137768164,0.06443671320334295,0.0392808187288937,-0.054179796548973175,0.010943348825826885,-0.18893005315129666
-0.8359193764818709,-0.7867000132619241,0.00863070416177964,-0.010417448295336997,-0.8857692465875235,-0.6203854467982893,-0.7591255641777385,-0.10754776615367072,0.4342078476459588,0.006330188695183377,-0.9244507152158407,0.020397435527038103,-1.0236697537282462,-0.030291393464309244,-0.007679215993615959,0.4082771568549453,-0.10555908532432146,-0.06771484754322589,-0.053754001462307514,-0.42366174937075063
-0.5953903031015626,-0.554177425878583,0.01028320298228129,-0.02305689698429293,-0.428474308828975,-0.5399585636785541,-0.44591191602895214,-0.29603043849429533,0.1451408610988921,-0.024483944675304205,-0.5052283150803897,-0.07863355872118244,-0.01900470489786958,-0.03072933761589415,-0.004803058410988607,0.08664839872093084,-0.0562772075666565,-0.08650929782385204,-0.18677611223325571,-0.3436446815890583
0.7668060307204787,1.0651762527343718,0.034647290735769276,-0.007537317810553957,0.19782091214102454,0.4307107881810556,0.39214620300740644,-0.059074071346916224,-1.4667278506678034,-0.3134283520501438,0.6329217158742374,-0.3047554642937844,0.9947204042534495,0.003608750513481122,-0.0001831246709765584,-0.6653214088789307,0.16881671552587377,-0.058687019010519814,-0.008555415389504687,1.3174322693526657
0.4348758989298433,0.45397404001554875,0.0300525894357858,-0.012385857512536081,0.43640956634439004,0.4528975418695326,0.4655115461112115,-0.03455488959628534,0.048785205057492634,-0.0315676476717316,0.21886334654587725,-0.08313505509483665,0.4774833854939661,-0.002973615723036427,-0.0002953052882765171,-0.20313394846461294,0.13457850474372182,-0.05555193091439681,0.005196852147698954,-0.31238605474877545
-1.0924837137457972,-1.266693048733677,-0.02468104414366073,-0.018249764087410712,-0.24704752553159118,-0.7784658944936256,-0.8240257007089142,-0.06312143625102425,-1.731288203080877,-0.3069112895541464,1.0123001001600747,-0.3248470636915703,-0.8053145563521067,-0.04390727405167309,0.03128302008574843,-0.7782421021440099,-0.11241818737373396,-0.05949740106373086,-0.012258956838314733,2.769138893511124
0.22080502493709592,0.5071220552011955,0.037216719547956606,-0.014872323299551906,-0.042010392070935015,0.8522586389240746,0.8859515022697001,-0.010694510892991284,1.7714907950720566,1.1122384502891498,0.0897170827534289,1.012852911047707,0.25882709179616803,0.023067117482802674,0.004284089984679063,0.12773782137160566,0.2626254571398058,-0.058115565826910014,-0.005981425394200402,-0.640908251625651
-0.1688520798597712,0.0786161665812641,0.017850333622218134,-0.00867690509875094,-0.4955773798037031,-0.22379769762150986,-0.3866552967513221,0.03086106480462812,0.2242304941095325,-0.01697522963350888,-0.45226245785914837,-0.010999977386775937,-0.05344910066685209,-0.021293770574444797,-0.005944356225407401,0.11491281675636437,0.051911563152228016,-0.03746375796522688,0.0700616226853862,-0.367424038060073
-0.1816802942559807,-0.2552198309383462,0.014797275042389028,-0.013504784262369373,-0.3986507381120452,-0.3929714781606427,-0.44873367465572495,0.3801539330493218,-0.23582602647923537,-0.00450787182213992,-0.39526049134692726,-0.1854483339774393,-0.13206775485598538,-0.02519046605356081,-0.004628981464195048,-0.0917133639292227,-0.013145990338452717,0.16699602928058635,0.29455624886212417,-0.2014855899081385
-0.4679098803948753,-0.21037618788892265,0.02453083396675525,-0.01601191058774889,0.0076955787834875325,-0.12950410444658658,-0.08755037242871125,0.2650406746773855,0.9048467955957149,0.15848823800336767,0.4580946559535559,0.3060200411304271,0.24560312610954496,-0.012522065197423054,0.010627893524858212,-0.05890213294997564,0.0412752933242566,-0.058266737739518425,-0.006659498814128848,-0.5217015917036284
-0.07664926730088077,0.022146384260866445,0.019835327907971483,-0.020446125053600106,-0.4446287589406874,0.020256328949088083,0.448581098312108,0.0107656479469687,1.2373573750707132,0.15742564454984287,-0.46979807292566755,0.42914958428673494,0.08377818574780665,-0.018285480449885858,-0.006140724145141299,0.23356011282676706,0.10393604580713031,-0.04703178131815127,0.038489332187067724,-0.5746197775560554
-0.05259634680558827,-0.2610328929570581,0.016167607941236853,-0.014333606191371475,-0.2134960047888818,-0.30699792861900915,-0.32739864281984765,0.21713178598756253,1.295282171782246,0.597040495733974,-1.50061361908809,0.13837899763890632,-0.08970301785516059,-0.02278139160242345,-0.011572464015865007,1.115522120533106,0.010081917837365112,-0.007601062534654314,0.14201833212153914,-0.5828252629379502
0.0957299140158296,0.035433391865665693,0.025568671400351375,-0.013566937334205493,-0.6782468131096802,-0.2570777841537843,-0.3245769188469197,-0.03686097510680512,-0.8546187548312733,-0.19102184265892583,-0.36266382743818715,-0.2702560948099935,-0.1651720478355529,-0.012027794314595603,-0.00014828854583425806,-0.2780807425361484,0.03576055973768819,-0.053549150085262946,0.013531725829790347,0.20531175786474415
0.4388847190123927,0.6989531779864494,0.031493427397139874,-0.015162428120378336,0.2201885828063943,0.39743070164878125,0.37803747918123093,-0.05314429423120301,-0.6930977093979758,-0.24542471460832418,0.7986135736201389,-0.18344674952834156,0.45462750742595137,-0.01038462602608538,0.0029107586938333365,-0.42751998547151066,0.1432739737124035,-0.05743282209088043,-0.0029466229370901454,0.0660675584619383
-1.2913210780034907,-1.077353236065935,-0.0017477430099798294,-0.016177709264898317,-0.27065787569486355,-0.7756925466158624,-0.8437779071347905,-0.06015654769316764,-1.4405503176163676,-0.3134283520501438,1.0852329702861732,-0.36224673332203833,-0.5022489044441821,-0.06921492019303448,0.007599742610484202,-0.9512990350582566,-0.11481324026227133,-0.058892982881946665,-0.009490570952227585,1.2301874097851877
0.1702939215008211,0.3593041336816774,0.027180819183012,0.003382419676929416,1.602014566661477,0.5416444392889294,-0.036758959723711015,-0.03944932625337404,-0.20296486091229152,-0.01697522963350888,-0.0038178068979454636,-0.15448290949640112,0.7326015425838663,-0.0018365484573842654,-0.0019949142155674094,-0.21068468524419637,0.10217724358725988,-0.055036886501504775,0.0073722877484109816,-0.21589872002874008
0.7619954400427884,0.680683550146626,0.03188637658335084,-0.00581743515233159,1.0527635872456431,0.7468716835717273,0.6376379906520886,-0.04279075222251833,-0.08878618482953816,-0.15680754958538276,-0.7893025124721967,-0.11342838660796768,0.701621090405284,0.014295412105780931,-0.0067242292413928146,0.26020000724362585,0.1515700945459158,-0.05643677613787051,0.0014048477230395315,-0.2625452954961146
0.058047024975764305,0.035433391865665693,0.022213344215742118,-0.011536289316793005,-0.10911346304566312,-0.17665090103404824,-0.2229940934369192,-0.0278250391927941,-1.105811842213331,-0.29359397099213247,0.08499381767944572,-0.250631365341623,0.41733259125399735,-0.0197460066410202,-0.0012966365284227724,-0.3761850077145776,0.041181801315954995,-0.05250855198213168,0.017732132899012928,0.5059471351310987
0.18713095597957816,0.22477320453340835,0.024289019082934363,-0.010603907510850118,-0.029583921474310798,0.25876365976415955,0.27363292979830245,-0.054367903395471366,0.3250419051612702,-0.2224026798699413,0.05272469095048414,0.05456354048672834,0.2355664160113101,-0.006944421305182915,-0.003930081703381605,-0.039063219342565236,0.120500835527105,-0.05802439560035169,-0.0055738791192044765,-0.39558621377140857
-0.31958361957345743,0.006368066538554273,0.01851539738852785,-0.012054345886609745,-0.0457383420967146,-0.12395740869106009,-0.16091571553251632,-0.057426926306157526,-0.17845820835542953,-0.3134283520501438,0.728283477465697,-0.08825286257469954,0.19480610714649624,-0.0049123848653438345,-0.002214195181898943,-0.3122948997996886,0.058379539701547696,-0.05838781898621838,-0.007204064219197684,-0.2263946934737647
1.0065333335056452,1.1756244767905535,0.029921557816513962,0.004915757391261379,2.1487802165708145,1.5927407036019026,0.479620269937387,-0.0581800011287329,-0.7749721800786437,-0.2609380343049117,0.9323239085324281,-0.18484949928570135,0.740804458796481,0.04829470028937626,-0.0006461548344207838,-0.4477871426020388,0.18863022304397342,-0.058524349768847704,-0.007819708297985662,0.13268000007668662
-0.289918370698489,-0.2593720246232346,0.015724256375629783,-0.02827844084567382,-0.8099676550419508,-0.3985181739161692,-0.20042016303811439,0.3376100153582805,0.2392686580579908,0.07964654004422475,-0.946155028187346,0.005273774438498244,-0.3820133859797772,-0.025318002595439232,-0.007618149095661581,0.4274565239244044,-0.01044980771957763,0.05010717583602734,0.22134213199672295,-0.3717685227721407
0.05483995904177821,0.24138196403940657,0.018172777745914758,-0.013256086246642849,-0.23959162548003118,0.036896386882038563,0.0027454531280421794,-0.054367903395471366,0.11172271694422152,-0.08632471743896686,0.03713397848120239,0.013657460122833299,0.1906035741432215,-0.011891404248565232,-0.005751824426592764,-0.046075306556507885,0.09345684773270918,-0.05783971975226901,-0.004750137236614937,-0.3331039709339339
-0.1560238490169849,0.002215888087217855,0.018021643443524683,-0.013649836672782587,0.00023967873192835734,-0.1516908288014362,-0.12141130268076313,-0.04264948198207714,-1.029507083718455,-0.2731928860935967,0.24804910138256533,-0.23511801587655465,0.14019790341475644,-0.017754879588641803,-0.004774131985642402,-0.38732163224340643,0.03962862971822595,-0.056059969142390705,0.003028096229569518,0.40053711270882236
0.22802089450705187,0.36179544379918865,0.02088328951893709,-0.012655216066626297,0.3519093952493556,0.08126983559173778,0.02249765955391854,-0.038649252965596015,-0.9726962257595073,-0.252862615422592,-0.0012728098175633464,-0.24509362458835296,0.6919175380207547,-0.004316680072189378,-0.004477817563987612,-0.34179457770263366,0.08247211946382123,-0.054247073888571494,0.010665028717873415,0.3310235221521533
-0.4943680797824353,-0.21868056002514746,0.019956235349881928,-0.02102624896688044,-0.48066557970058393,-0.35137137732870755,-0.33586388404632184,-0.05121474613197092,-1.011684063677101,-0.1983889292456626,1.394287408480361,-0.3217422538294366,-0.04409093279808211,-0.02203029219570558,0.020072837955910416,-0.823250326809848,0.004941411264628194,-0.05701011560203005,-0.0010887291703074464,0.3780939592359104
